ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.0009132400000000001,60.775786,68.2,2021-03-31,AMUN FP
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00090341,116.056956,35.33,2021-03-31,VOE AV
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.00087357,443.792543,8.934,2021-03-31,WRT1V FH
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00087075,124.513741,31.74,2021-03-31,AMP IM
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00085417,194.960479,19.885,2021-03-31,LI FP
KN FP Equity,FR0000120685,Natixis SA,Financials,0.00085152,946.785451,4.082,2021-03-31,KN FP
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.00085013,56.867304,67.85,2021-03-31,BMW3 GY
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00084968,8361.717421,0.4612,2021-03-31,TIT IM
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.0008358599999999999,51.968429,73.0,2021-03-31,COV FP
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.00082519,24.901997,150.4,2021-03-31,SK FP
UTDI GY Equity,DE0005089031,United Internet AG,Communication Services,0.00080401,106.7,34.2,2021-03-31,UTDI GY
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.00080194,883.862662,4.118,2021-03-31,BOL FP
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.0007980600000000001,106.003243,34.17,2021-03-31,ORNBV FH
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00079586,251.717288,14.35,2021-03-31,JMT PL
RCO FP Equity,FR0000130395,Remy Cointreau SA,Consumer Staples,0.00078865,22.726398,157.5,2021-03-31,RCO FP
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.0007588499999999999,25.176716,136.8,2021-03-31,DIA IM
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00074684,5.1165,662.5,2021-03-31,RAA GY
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.0007444299999999999,298.871411,11.305,2021-03-31,LHA GY
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.0007342,85.95,38.77,2021-03-31,FDJU FP
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.0007034400000000001,336.07,9.5,2021-03-31,INW IM
NEM GY Equity,DE0006452907,Nemetschek SE,Information Technology,0.0006921900000000001,57.75,54.4,2021-03-31,NEM GY
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.0006665400000000001,29.688181,101.9,2021-03-31,ADP FP
TITR IM Equity,IT0003497176,Telecom Italia SpA/Milano,Communication Services,0.0006513,6027.791699,0.4904,2021-03-31,TITR IM
VPK NA Equity,NL0009432491,Koninklijke Vopak NV,Energy,0.00064683,69.157322,42.45,2021-03-31,VPK NA
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.00063916,30.893822,93.9,2021-03-31,ELI BB
MF FP Equity,FR0000121204,Wendel SE,Financials,0.00062605,26.831471,105.9,2021-03-31,MF FP
FPE3 GY Equity,DE000A3E5D64,FUCHS SE,Materials,0.0006253799999999999,69.5,40.84,2021-03-31,FPE3 GY
PROX BB Equity,BE0003810273,Proximus SADP,Communication Services,0.00062203,152.111311,18.56,2021-03-31,PROX BB
GLPG NA Equity,BE0003818359,Galapagos NV,Health Care,0.00061873,42.471547,66.12,2021-03-31,GLPG NA
CNP FP Equity,FR0000120222,CNP Assurances SACA,Financials,0.00061307,171.654619,16.21,2021-03-31,CNP FP
RBI AV Equity,AT0000606306,Raiffeisen Bank International AG,Financials,0.00061085,148.022829,18.73,2021-03-31,RBI AV
COLR BB Equity,BE0974256852,Colruyt Group N.V,Consumer Staples,0.0006093,54.373035,50.86,2021-03-31,COLR BB
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00060788,37.716537,73.15,2021-03-31,IPN FP
O2D GY Equity,DE000A1J5RX9,Telefonica Deutschland Holding AG,Communication Services,0.00057346,1041.094248,2.5,2021-03-31,O2D GY
SESG FP Equity,LU0088087324,SES SA,Communication Services,0.0005723099999999999,383.4576,6.774,2021-03-31,SESG FP
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.00056483,39.500261,64.9,2021-03-31,RF FP
ILD FP Equity,FR0004035913,iliad SA,Communication Services,0.0005283800000000001,14.794335,162.1,2021-03-31,ILD FP
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.0005236899999999999,2.504611,949.0,2021-03-31,AM FP
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00051692,74.956355,31.3,2021-03-31,JDEP NA
HOT GY Equity,DE0006070006,HOCHTIEF AG,Industrials,0.00041568000000000003,24.726347,76.3,2021-03-31,HOT GY
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.05249503,403.136658,625.2,2023-03-31,ASML NA
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.04867971,276.791536,844.4,2023-03-31,MC FP
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02817132,2488.174721,54.36,2023-03-31,TTE FP
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.025242079999999997,1044.228597,116.06,2023-03-31,SAP GY
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.023816320000000002,1140.740115,100.24,2023-03-31,SAN FP
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.02378219,765.0,149.26,2023-03-31,SIE GY
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.02068809,241.527994,411.25,2023-03-31,OR FP
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.01787565,403.313996,212.8,2023-03-31,ALV GY
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.017365790000000002,542.538275,153.68,2023-03-31,SU FP
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01680988,523.399371,154.2,2023-03-31,AI FP
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01517889,591.153756,123.28,2023-03-31,AIR FP
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01508794,3241.198087,22.35,2023-03-31,DTE GY
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.014698739999999998,6144.722455,11.485,2023-03-31,IBE SQ
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01277436,1110.898481,55.21,2023-03-31,BNP FP
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.012295670000000002,31.670824,1864.0,2023-03-31,RMS FP
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.012015229999999998,982.424082,58.72,2023-03-31,BAYN GY
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01200979,801.527098,71.94,2023-03-31,PRX NA
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.011983919999999999,16794.401584,3.426,2023-03-31,SAN SQ
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01185055,538.188597,105.72,2023-03-31,DG FP
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01182869,802.378085,70.78,2023-03-31,MBG GY
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.011095260000000001,868.595479,61.33,2023-03-31,ABI BB
CS FP Equity,FR0000120628,AXA SA,Financials,0.011034239999999999,1880.987293,28.165,2023-03-31,CS FP
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.010248839999999999,1305.921137,37.68,2023-03-31,IFX GY
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.010054909999999999,290.8194,166.0,2023-03-31,EL FP
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.009720109999999999,341.793952,136.54,2023-03-31,SAF FP
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.0095322,8133.343957,5.627,2023-03-31,ENEL IM
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.009410469999999999,140.098931,322.5,2023-03-31,MUV2 GY
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.009357269999999999,74.877467,600.0,2023-03-31,KER FP
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.00925129,918.478694,48.36,2023-03-31,BAS GY
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00896996,206.357884,208.7,2023-03-31,RI FP
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00889622,991.247098,43.09,2023-03-31,DHL GY
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00848345,3726.536513,10.93,2023-03-31,INGA NA
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00825285,6030.116564,6.571,2023-03-31,BBVA SQ
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00795891,16140.482686,2.3675,2023-03-31,ISP IM
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00784075,2249.36056,16.736,2023-03-31,STLAM IM
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00766379,642.046035,57.31,2023-03-31,BN FP
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00723128,747.048636,46.475,2023-03-31,CRH ID
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0071014,190.0,179.45,2023-03-31,DB1 GY
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00702039,1090.8275,30.9,2023-03-31,ITX SQ
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.006968800000000001,683.46144,48.955,2023-03-31,STMPA FP
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0069662199999999995,1921.107946,17.41,2023-03-31,UCG IM
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00696091,331.097358,100.94,2023-03-31,BMW GY
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.006858619999999999,1045.724959,31.49,2023-03-31,AD NA
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.0067202600000000005,2500.041584,12.906,2023-03-31,ENI IM
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00659125,21.687336,1459.2,2023-03-31,ADYEN NA
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.00654505,126.050274,249.3,2023-03-31,RACE IM
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.0062404800000000005,257.516153,116.35,2023-03-31,WKL NA
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00583564,167.123746,167.65,2023-03-31,FLTR ID
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.005824350000000001,163.771948,170.75,2023-03-31,CAP FP
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00578555,450.499205,61.66,2023-03-31,AMS SQ
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00554417,1826.463758,14.574,2023-03-31,ENGI FP
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.00549241,162.0,162.78,2023-03-31,ADS GY
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00537755,2245.12098,11.5,2023-03-31,EOAN GY
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.005347889999999999,259.201176,99.06,2023-03-31,HEIA NA
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.005339279999999999,489.968776,52.32,2023-03-31,SGO FP
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.0053038600000000005,642.409046,39.64,2023-03-31,RWE GY
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0052580000000000005,666.532095,37.875,2023-03-31,DSY FP
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.005089399999999999,5411.448101,4.5155,2023-03-31,NOKIA FH
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00485643,185.584901,125.64,2023-03-31,VOW3 GY
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00467255,266.817746,84.08,2023-03-31,LR FP
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00461787,129.242252,171.55,2023-03-31,MRK GY
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00455085,1995.042449,10.952,2023-03-31,ORA FP
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00434466,479.755216,43.48,2023-03-31,SAMPO FH
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00430108,5197.713799,3.973,2023-03-31,TEF SQ
G IM Equity,IT0000062072,Generali,Financials,0.00425228,1110.783587,18.38,2023-03-31,G IM
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.0042095100000000005,565.1803,35.76,2023-03-31,CLNX SQ
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00406944,1377.396053,14.185,2023-03-31,REP SQ
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00402745,2066.773131,9.356,2023-03-31,DBK GY
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00400311,423.066082,45.43,2023-03-31,NESTE FH
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00397687,678.411483,28.145,2023-03-31,ML FP
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00395716,174.786029,108.7,2023-03-31,DSM NA
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00393678,665.54313,28.4,2023-03-31,VIE FP
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00392583,55.323806,340.7,2023-03-31,ARGX BB
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.00363137,46.881121,371.9,2023-03-31,ASM NA
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.00352109,725.405097,23.305,2023-03-31,UMG NA
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00349526,807.389589,20.785,2023-03-31,GLE FP
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.0034406,533.735699,30.95,2023-03-31,UPM FH
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00341565,228.466517,71.78,2023-03-31,PUB FP
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.0033980300000000002,339.890361,48.0,2023-03-31,KNEBV FH
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.0033093899999999997,4433.355868,3.584,2023-03-31,CABK SQ
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00329774,250.130155,63.3,2023-03-31,KBC BB
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00311847,889.315082,16.836,2023-03-31,PHIA NA
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.00311412,282.0,53.02,2023-03-31,SHL GY
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.0030598199999999996,2928.815137,5.016,2023-03-31,EDP PL
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00305728,526.685863,27.87,2023-03-31,MT NA
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.0030466900000000003,159.275498,91.84,2023-03-31,KYGA ID
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00303033,106.705655,136.35,2023-03-31,HO FP
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00300091,1023.300147,14.08,2023-03-31,1CNHI IM
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00293281,452.623535,31.11,2023-03-31,DTG GY
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.0028352100000000003,249.588059,54.54,2023-03-31,EDEN FP
P911 GY Equity,DE000PAG9113,Dr Ing hc F Porsche AG,Consumer Discretionary,0.00279871,113.875,118.0,2023-03-31,P911 GY
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00277114,132.783451,100.2,2023-03-31,SY1 GY
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.00274947,487.296792,27.09,2023-03-31,FER SQ
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00272994,59.120842,221.7,2023-03-31,TEP FP
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00272268,181.609509,71.98,2023-03-31,AKZA NA
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00271646,205.262093,63.54,2023-03-31,MONC IM
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.0026739800000000003,178.162875,72.06,2023-03-31,HEN3 GY
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.0026357000000000004,1217.024286,10.398,2023-03-31,ACA FP
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.0025868400000000004,716.264997,17.34,2023-03-31,VNA GY
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.0025664999999999998,53.436048,230.6,2023-03-31,MTX GY
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.0025183,100.8,119.95,2023-03-31,BEI GY
RHM GY Equity,DE0007030009,Rheinmetall AG,Industrials,0.00248222,43.55885,273.6,2023-03-31,RHM GY
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.002332,205.599569,59.19,2023-03-31,CCEP UW
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00232596,75.0,148.9,2023-03-31,AENA SQ
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00230381,593.725969,18.63,2023-03-31,CA FP
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00226501,60.298567,180.35,2023-03-31,HNR1 GY
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00224018,3303.328198,3.256,2023-03-31,KPN NA
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.0022267999999999997,154.5,69.2,2023-03-31,BNR GY
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0022172,1406.9944,7.566,2023-03-31,TRN IM
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.0021902099999999997,519.551313,20.24,2023-03-31,ENR GY
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00218638,422.427958,24.85,2023-03-31,FRE GY
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00218425,343.84,30.5,2023-03-31,EBS AV
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00217085,126.428678,82.44,2023-03-31,UCB BB
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.0021510699999999997,1064.503989,9.702,2023-03-31,CBK GY
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00207857,1070.326651,9.324,2023-03-31,BIRG ID
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00205338,2016.514685,4.889,2023-03-31,SRG IM
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00205329,254.737034,38.7,2023-03-31,PRY IM
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00202889,115.212067,84.55,2023-03-31,HEIO NA
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00202875,144.818925,67.26,2023-03-31,HEI GY
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00202791,154.449468,63.04,2023-03-31,KSP ID
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00198759,227.7,41.91,2023-03-31,QIA GY
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00196158,24.336,387.0,2023-03-31,SRT3 GY
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00194855,239.208902,39.11,2023-03-31,WLN FP
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00194436,279.0,33.46,2023-03-31,NN NA
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0017977899999999998,223.964496,38.54,2023-03-31,ZAL GY
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00179685,610.11986,14.14,2023-03-31,FBK IM
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.0017882899999999999,165.963452,56.23,2023-03-31,AER UN
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00178516,56.987858,150.4,2023-03-31,IMCD NA
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.00173047,134.788732,61.64,2023-03-31,ERF FP
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00173046,83.3,99.74,2023-03-31,FGR FP
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.00171605,247.199034,33.33,2023-03-31,SKG ID
EXO NA Equity,NL0012059018,EXOR NV,Financials,0.00171307,108.45,75.84,2023-03-31,EXO NA
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.0016877700000000001,153.125,52.92,2023-03-31,PAH3 GY
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00167264,205.389414,39.1,2023-03-31,FME GY
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00167044,319.783674,25.08,2023-03-31,ALO FP
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.0016595499999999999,88.472932,90.06,2023-03-31,SW FP
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.0016459399999999998,142.234812,55.56,2023-03-31,ELISA FH
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.0016262199999999998,74.113491,105.35,2023-03-31,SOLB BB
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.0016259999999999998,99.45,78.5,2023-03-31,GBLB BB
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.0016242599999999998,27.654057,282.0,2023-03-31,DIM FP
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00162094,294.013325,26.47,2023-03-31,BVI FP
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00157906,110.003291,68.92,2023-03-31,CON GY
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00153434,193.2,38.13,2023-03-31,1COV GY
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00150533,192.219485,37.6,2023-03-31,RNO FP
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.0014754999999999998,1793.015695,3.951,2023-03-31,AGN NA
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.0014549699999999999,224.691165,31.09,2023-03-31,EN FP
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00145015,103.91835,67.0,2023-03-31,HEN GY
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00139573,720.5647,9.3,2023-03-31,VIV FP
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.0013920599999999999,440.0,15.19,2023-03-31,GET FP
METSO FH Equity,FI0009014575,Metso Oyj,Industrials,0.00138679,663.177952,10.04,2023-03-31,METSO FH
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00137521,551.143161,11.98,2023-03-31,STERV FH
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00136926,405.81,16.2,2023-03-31,RED SQ
