ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00692444,6667.88658,5.25,2021-12-31,BBVA SQ
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.00687891,664.810455,52.31,2021-12-31,DSY FP
DSM NA Equity,NL0000009827,DSM BV,Materials,0.0068455600000000005,174.786029,198.0,2021-12-31,DSM NA
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.0068350500000000005,160.345595,215.5,2021-12-31,CAP FP
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.006718389999999999,2035.522076,16.686,2021-12-31,STLAM IM
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00651522,185.584901,177.48,2021-12-31,VOW3 GY
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00623341,1045.724959,30.135,2021-12-31,AD NA
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00619167,505.930307,61.87,2021-12-31,SGO FP
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00615595,1090.8275,28.53,2021-12-31,ITX SQ
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00610075,2523.916394,12.22,2021-12-31,ENI IM
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00594573,917.398969,32.765,2021-12-31,PHIA NA
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00594468,5391.688101,5.574,2021-12-31,NOKIA FH
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.00585863,682.919854,43.37,2021-12-31,STMPA FP
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.0058032,129.242252,227.0,2021-12-31,MRK GY
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00579545,331.097358,88.49,2021-12-31,BMW GY
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0057101,2131.372888,13.544,2021-12-31,UCG IM
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.0056723400000000005,126.050274,227.5,2021-12-31,RACE IM
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.005528450000000001,190.0,147.1,2021-12-31,DB1 GY
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.0054821,267.516153,103.6,2021-12-31,WKL NA
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00544367,267.447746,102.9,2021-12-31,LR FP
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00541442,2245.12098,12.192,2021-12-31,EOAN GY
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00531458,450.499205,59.64,2021-12-31,AMS SQ
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.0051579600000000005,509.495793,51.18,2021-12-31,CLNX SQ
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00506868,259.201176,98.86,2021-12-31,HEIA NA
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.0048437,810.702919,30.205,2021-12-31,GLE FP
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00483113,169.432537,144.15,2021-12-31,ML FP
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.004701739999999999,1826.463758,13.014,2021-12-31,ENGI FP
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00458094,166.610593,139.0,2021-12-31,FLTR ID
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00455449,58.7376,392.0,2021-12-31,TEP FP
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.0045390000000000005,642.409046,35.72,2021-12-31,RWE GY
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00450436,2066.773131,11.018,2021-12-31,DBK GY
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.004346630000000001,498.736665,44.06,2021-12-31,SAMPO FH
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.0042382999999999995,339.890361,63.04,2021-12-31,KNEBV FH
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00418275,655.480988,32.26,2021-12-31,VIE FP
G IM Equity,IT0000062072,Generali,Financials,0.004078490000000001,1106.7484690000001,18.63,2021-12-31,G IM
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.004015,5269.411547,3.852,2021-12-31,TEF SQ
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00373742,671.326352,28.145,2021-12-31,MT NA
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00373184,250.016735,75.46,2021-12-31,KBC BB
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00371464,1995.042449,9.413,2021-12-31,ORA FP
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0036715,282.0,65.82,2021-12-31,SHL GY
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.0036285600000000003,423.066082,43.36,2021-12-31,NESTE FH
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.0036008,46.832524,388.7,2021-12-31,ASM NA
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00357814,187.453004,96.5,2021-12-31,AKZA NA
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.0035648999999999998,159.137489,113.25,2021-12-31,KYGA ID
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.00355512,725.296464,24.78,2021-12-31,UMG NA
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00353256,533.735699,33.46,2021-12-31,UPM FH
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.0034552,1023.300147,17.07,2021-12-31,1CNHI IM
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00331596,128.65528,130.3,2021-12-31,SY1 GY
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00319905,154.026344,105.0,2021-12-31,KSP ID
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00314036,162.000448,98.0,2021-12-31,DHER GY
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0031282,222.301999,71.14,2021-12-31,ZAL GY
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.0030855599999999998,26.208,595.2,2021-12-31,SRT3 GY
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00307032,1236.807796,12.55,2021-12-31,ACA FP
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.0029953400000000004,1451.02625,10.436,2021-12-31,REP SQ
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00293276,418.827895,35.4,2021-12-31,FRE GY
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.00287413,133.549094,108.8,2021-12-31,ERF FP
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00285908,45.842111,315.3,2021-12-31,ARGX BB
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00281235,343.84,41.35,2021-12-31,EBS AV
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0026698,227.992429,59.2,2021-12-31,PUB FP
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00265326,2775.976708,4.832,2021-12-31,EDP PL
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.002647,485.554423,27.56,2021-12-31,FER SQ
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00263878,27.654057,482.4,2021-12-31,DIM FP
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00262815,411.475941,32.29,2021-12-31,DTG GY
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.0025993300000000004,205.262093,64.02,2021-12-31,MONC IM
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00254457,270.196479,47.61,2021-12-31,NN NA
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.0025273,153.125,83.44,2021-12-31,PAH3 GY
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00250957,126.428678,100.35,2021-12-31,UCB BB
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00250708,178.162875,71.14,2021-12-31,HEN3 GY
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00243203,154.5,79.58,2021-12-31,BNR GY
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00237119,444.147233,26.99,2021-12-31,FORTUM FH
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.0023577999999999997,246.073735,48.44,2021-12-31,SKG ID
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.0023179900000000002,205.085418,57.14,2021-12-31,FME GY
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.0023111,238.39497,49.01,2021-12-31,WLN FP
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.002245,105.577248,107.5,2021-12-31,PUM GY
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00221337,228.407,48.99,2021-12-31,QIA GY
HFG GY Equity,DE000A161408,HelloFresh SE,Consumer Staples,0.00220664,165.171193,67.54,2021-12-31,HFG GY
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00219475,56.987858,194.7,2021-12-31,IMCD NA
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00219311,112.950801,98.16,2021-12-31,GBLB BB
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00211693,4433.355868,2.414,2021-12-31,CABK SQ
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00211405,2016.514685,5.3,2021-12-31,SRG IM
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.0020713,193.2,54.2,2021-12-31,1COV GY
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00205915,75.0,138.8,2021-12-31,AENA SQ
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.002026,110.003291,93.11,2021-12-31,CON GY
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00200861,630.518892,16.105,2021-12-31,CA FP
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00200293,249.588059,40.57,2021-12-31,EDEN FP
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00199366,60.298567,167.15,2021-12-31,HNR1 GY
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00199328,205.142957,55.93,2021-12-31,CCEP UW
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.0019799,1406.9944,7.114,2021-12-31,TRN IM
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.0019595199999999998,317.307194,31.22,2021-12-31,ALO FP
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00189492,53.398749,179.4,2021-12-31,MTX GY
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.0018620999999999998,609.89977,15.435,2021-12-31,FBK IM
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00185728,581.750732,16.14,2021-12-31,STERV FH
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00184937,115.212067,81.15,2021-12-31,HEIO NA
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00182459,775.795508,11.89,2021-12-31,VIV FP
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00181565,3362.275523,2.73,2021-12-31,KPN NA
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00180206,100.8,90.38,2021-12-31,BEI GY
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00177792,399.654856,22.49,2021-12-31,ENR GY
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00176787,72.839625,122.7,2021-12-31,LEG GY
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00175202,148.812358,59.52,2021-12-31,HEI GY
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.0017286699999999999,180.30302,48.47,2021-12-31,TKWY NA
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.0017107,495.470394,17.455,2021-12-31,ATL IM
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.00169717,294.037544,29.18,2021-12-31,BVI FP
EXO IM Equity,NL0012059018,EXOR NV,Financials,0.00169385,108.45,78.96,2021-12-31,EXO IM
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00166835,254.737034,33.11,2021-12-31,PRY IM
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.00165912,32.45988,258.4,2021-12-31,VOW GY
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.0016289699999999998,432.864,19.025,2021-12-31,RED SQ
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.0015851399999999999,273.13098,29.34,2021-12-31,KESKOB FH
HO FP Equity,FR0000121329,Thales SA,Industrials,0.0015784599999999998,106.682979,74.8,2021-12-31,HO FP
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00155306,1787.271905,4.393,2021-12-31,AGN NA
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00154909,171.929815,45.55,2021-12-31,AGS BB
ENX FP Equity,NL0006294274,Euronext NV,Financials,0.0015465899999999998,85.685035,91.25,2021-12-31,ENX FP
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.0015226500000000002,142.234812,54.12,2021-12-31,ELISA FH
URW NA Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.0015203600000000001,124.734974,61.62,2021-12-31,URW NA
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00150392,61.389181,123.85,2021-12-31,AKE FP
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.0014982500000000002,74.113491,102.2,2021-12-31,SOLB BB
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00149052,83.3,90.46,2021-12-31,FGR FP
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.00147165,40.248257,184.85,2021-12-31,AFX GY
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.0014593800000000001,153.418346,48.09,2021-12-31,G1A GY
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00145511,147.272727,49.95,2021-12-31,OMV AV
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00142444,228.683205,31.49,2021-12-31,EN FP
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00142008,119.573553,60.04,2021-12-31,RAND NA
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.0014121700000000001,103.91835,68.7,2021-12-31,HEN GY
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.00139394,197.12,35.75,2021-12-31,UMI BB
SEV FP Equity,FR0010613471,Vigie SA,Utilities,0.0013778899999999999,351.636573,19.81,2021-12-31,SEV FP
KGX GY Equity,DE000KGX8881,KION Group AG,Industrials,0.0013771,72.159256,96.48,2021-12-31,KGX GY
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00134858,88.472932,77.06,2021-12-31,SW FP
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.00133211,68.093474,98.9,2021-12-31,VER AV
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00132916,522.72,12.855,2021-12-31,CPR IM
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.00132561,1001.886107,6.689,2021-12-31,CBK GY
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.0013170200000000001,15.4125,432.0,2021-12-31,SOF BB
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.0012952600000000001,468.061888,13.99,2021-12-31,NEXI IM
NEM GY Equity,DE0006452907,Nemetschek SE,Information Technology,0.00128854,57.75,112.8,2021-12-31,NEM GY
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.0012691199999999999,317.625635,20.2,2021-12-31,ELE SQ
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.0012672200000000001,440.0,14.56,2021-12-31,GET FP
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.00124832,288.167449,21.9,2021-12-31,EDPR PL
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.00124691,72.54,86.9,2021-12-31,KBX GY
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.00124207,621.096009,10.11,2021-12-31,MB IM
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.00120732,229.631533,26.58,2021-12-31,FR FP
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00119257,522.444,11.54,2021-12-31,PST IM
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00118093,209.7,28.47,2021-12-31,EVK GY
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00116867,124.513741,47.45,2021-12-31,AMP IM
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.00116859,104.562578,56.5,2021-12-31,REC IM
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00116138,192.219485,30.545,2021-12-31,RNO FP
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.0011573500000000001,473.378712,12.36,2021-12-31,WRT1V FH
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00114347,245.261522,23.57,2021-12-31,ACS SQ
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.0011259,283.181949,20.1,2021-12-31,JMT PL
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00111623,45.915962,122.9,2021-12-31,GFC FP
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.00109821,193.92276,28.63,2021-12-31,NTGY SQ
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.0010807,423.0,12.916,2021-12-31,ABN NA
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00106299,87.495,61.42,2021-12-31,G24 GY
AT1 GY Equity,LU1673108939,Aroundtown SA,Real Estate,0.00105134,999.066646,5.32,2021-12-31,AT1 GY
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00102348,41.4267,124.9,2021-12-31,BIM FP
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.00101964,81.9,62.94,2021-12-31,BC8 GY
ENG SQ Equity,ES0130960018,Enagas SA,Utilities,0.00100433,248.89057,20.4,2021-12-31,ENG SQ
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00099568,298.290859,16.875,2021-12-31,GRF SQ
SGRE SQ Equity,ES0143416115,Siemens Gamesa Renewable Energy SA,Industrials,0.00099359,238.400184,21.07,2021-12-31,SGRE SQ
FRVIA FP Equity,FR0000121147,Forvia SE,Consumer Discretionary,0.00097081,117.330431,41.83,2021-12-31,FRVIA FP
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.00096787,473.674816,10.33,2021-12-31,EDF FP
RCO FP Equity,FR0000130395,Remy Cointreau SA,Consumer Staples,0.0009624599999999999,22.736953,214.0,2021-12-31,RCO FP
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.00095778,170.195379,28.45,2021-12-31,AC FP
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00091127,5.1165,900.4,2021-12-31,RAA GY
EMEIS FP Equity,FR001400NLM4,Emeis SA,Health Care,0.0009010400000000001,51.70506,88.1,2021-12-31,EMEIS FP
LXS GY Equity,DE0005470405,LANXESS AG,Materials,0.00089558,83.075459,54.5,2021-12-31,LXS GY
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.0008742800000000001,60.922395,72.55,2021-12-31,AMUN FP
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.00086054,884.234062,4.92,2021-12-31,BOL FP
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.0008602700000000001,472.2148,9.21,2021-12-31,TEN IM
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00085579,9964.153222,0.4342,2021-12-31,TIT IM
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00084477,501.261229,8.52,2021-12-31,GALP PL
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00083824,203.248522,20.85,2021-12-31,LI FP
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.0008364399999999999,57.689304,73.3,2021-12-31,BMW3 GY
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.0008339100000000001,25.176716,167.45,2021-12-31,DIA IM
UBI FP Equity,FR0000054470,Ubisoft Entertainment SA,Communication Services,0.0007896,92.681966,43.07,2021-12-31,UBI FP
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.00076665,106.127755,36.52,2021-12-31,ORNBV FH
RBI AV Equity,AT0000606306,Raiffeisen Bank International AG,Financials,0.00075776,148.022829,25.88,2021-12-31,RBI AV
UN0 GY Equity,DE000UNSE026,Uniper SE,Utilities,0.00075646,91.49,41.8,2021-12-31,UN0 GY
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.0007492600000000001,27.668885,136.9,2021-12-31,SK FP
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00074291,52.018715,72.2,2021-12-31,COV FP
CNP FP Equity,FR0000120222,CNP Assurances SACA,Financials,0.0007385,171.654619,21.75,2021-12-31,CNP FP
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.0007355899999999999,95.5,38.94,2021-12-31,FDJU FP
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00073461,116.056956,32.0,2021-12-31,VOE AV
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.0007306999999999999,597.742822,6.18,2021-12-31,LHA GY
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.0007099700000000001,336.07,10.68,2021-12-31,INW IM
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.00070704,30.893822,115.7,2021-12-31,ELI BB
UTDI GY Equity,DE0005089031,United Internet AG,Communication Services,0.0006704,97.0,34.94,2021-12-31,UTDI GY
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.00066535,29.688181,113.3,2021-12-31,ADP FP
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0006017700000000001,39.612265,76.8,2021-12-31,RF FP
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00060057,37.716537,80.5,2021-12-31,IPN FP
MF FP Equity,FR0000121204,Wendel SE,Financials,0.0005593999999999999,26.831471,105.4,2021-12-31,MF FP
FPE3 GY Equity,DE000A3E5D64,FUCHS SE,Materials,0.0005488,69.5,39.92,2021-12-31,FPE3 GY
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00053814,100.390218,27.1,2021-12-31,JDEP NA
PROX BB Equity,BE0003810273,Proximus SADP,Communication Services,0.00051571,152.111311,17.14,2021-12-31,PROX BB
O2D GY Equity,DE000A1J5RX9,Telefonica Deutschland Holding AG,Communication Services,0.00050268,1041.094248,2.441,2021-12-31,O2D GY
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.00047065000000000003,25.046109,95.0,2021-12-31,AM FP
INPST NA Equity,LU2290522684,InPost SA,Industrials,0.00041927,200.0,10.598,2021-12-31,INPST NA
COLR BB Equity,BE0974256852,Colruyt Group N.V,Consumer Staples,0.0004014,54.461984,37.26,2021-12-31,COLR BB
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.05268276,399.584578,678.7,2024-12-31,ASML NA
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.04793373,1044.228597,236.3,2024-12-31,SAP GY
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.03395887,275.077935,635.5,2024-12-31,MC FP
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.02783845,760.0,188.56,2024-12-31,SIE GY
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.02559082,546.846635,240.9,2024-12-31,SU FP
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.02251653,391.718983,295.9,2024-12-31,ALV GY
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02237241,2157.911695,53.37,2024-12-31,TTE FP
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02079609,1142.022929,93.74,2024-12-31,SAN FP
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01958934,3490.521017,28.89,2024-12-31,DTE GY
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.017866470000000002,594.212762,154.78,2024-12-31,AIR FP
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.017626390000000002,578.233363,156.92,2024-12-31,AI FP
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.015947370000000002,240.143922,341.85,2024-12-31,OR FP
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01562084,6046.03845,13.3,2024-12-31,IBE SQ
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.01496354,363.17146,212.1,2024-12-31,SAF FP
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.01428577,31.670824,2322.0,2024-12-31,RMS FP
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.013604709999999999,297.256889,235.6,2024-12-31,EL FP
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.013437730000000002,15494.273572,4.4645,2024-12-31,SAN SQ
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0126569,133.760287,487.1,2024-12-31,MUV2 GY
CS FP Equity,FR0000120628,AXA SA,Financials,0.01174023,1760.950926,34.32,2024-12-31,CS FP
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.011708000000000001,1017.729604,59.22,2024-12-31,BNP FP
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.01102579,1473.27885,38.525,2024-12-31,UCG IM
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.01097588,14626.239191,3.863,2024-12-31,ISP IM
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01087973,8133.343957,6.886,2024-12-31,ENEL IM
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.0105822,5763.285465,9.452,2024-12-31,BBVA SQ
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.010518890000000001,1090.8275,49.64,2024-12-31,ITX SQ
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01019142,1368.00405,38.35,2024-12-31,PRX NA
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.010098210000000002,126.050274,412.4,2024-12-31,RACE IM
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00970912,3303.381926,15.13,2024-12-31,INGA NA
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.00969239,500.241335,99.74,2024-12-31,DG FP
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.008422579999999999,898.598632,48.25,2024-12-31,ABI BB
