ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.0009727199999999,273.13098,19.0,2024-09-29,KESKOB FH,KESKOB FH,KESKOB FH,KESKOB FH,14.15601995
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00095703,283.181949,18.03,2024-09-29,JMT PL,JMT PL,JMT PL,JMT PL,13.32359169
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.00095535,68.093474,74.85,2024-09-29,VER AV,VER AV,VER AV,VER AV,12.13375879
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.0009294199999999,56.282636,88.1,2024-09-29,AKE FP,AKE FP,AKE FP,AKE FP,11.39472632
LOTB BB Equity,BE0003604155,Lotus Bakeries NV,Consumer Staples,0.00091772,0.408007,12000.0,2024-09-29,LOTB BB,LOTB BB,LOTB BB,LOTB BB,8.679165692
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.00091686,311.956761,15.68,2024-09-29,EDPR PL,EDPR PL,EDPR PL,EDPR PL,10.9785371
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00091657,302.5,16.165,2024-09-29,GET FP,GET FP,GET FP,GET FP,9.540655401
TLX GY Equity,DE000TLX1005,Talanx AG,Financials,0.00091481,64.557248,75.6,2024-09-29,TLX GY,TLX GY,TLX GR,TLX GR,12.17599368
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00091333,108.521587,44.9,2024-09-29,RAND NA,RAND NA,RAND NA,RAND NA,12.56027248
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00090797,46.002517,105.3,2024-09-29,GFC FP,GFC FP,GFC FP,GFC FP,11.95850405
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00088485,615.633869,7.668,2024-09-29,CPR IM,CPR IM,CPR IM,CPR IM,11.26300546
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00087944,5.1165,917.0,2024-09-29,RAA GY,RAA GY,RAA GR,RAA GR,5.820319521
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00084716,41.426427,109.1,2024-09-29,BIM FP,BIM FP,BIM FP,BIM FP,9.42846373
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.00083383,58.920408,75.5,2024-09-29,BMW3 GY,BMW3 GY,BMW3 GR,BMW3 GR,
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.0008233,713.043704,6.16,2024-09-29,BOL FP,BOL FP,BOL FP,BOL FP,6.304585248
WDP BB Equity,BE0974349814,Warehouses De Pauw CVA,Real Estate,0.0008175,179.038061,24.36,2024-09-29,WDP BB,WDP BB,WDP BB,WDP BB,9.87912468
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.00079691,61.39429,69.25,2024-09-29,AMUN FP,AMUN FP,AMUN FP,AMUN FP,11.91909124
DIE BB Equity,BE0974259880,D'ieteren Group,Consumer Discretionary,0.0007929,21.4836,196.9,2024-09-29,DIE BB,DIE BB,DIE BB,DIE BB,8.93891889
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.0007882599999999,37.716537,111.5,2024-09-29,IPN FP,IPN FP,IPN FP,IPN FP,9.504445403
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.00077907,34.636211,120.0,2024-09-29,ADP FP,ADP FP,ADP FP,ADP FP,11.42913194
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.0007642699999999,105.577248,38.62,2024-09-29,PUM GY,PUM GY,PUM GR,PUM GR,11.15506326
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.0007487,598.309174,6.676,2024-09-29,LHA GY,LHA GY,LHA GR,LHA GR,9.114428088
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.00073726,101.8985,38.6,2024-09-29,FDJU FP,FDJU FP,FDJU FP,FDJU FP,12.4999663
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.00073379,15.4125,254.0,2024-09-29,SOF BB,SOF BB,SOF BB,SOF BB,9.756940028
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.0007095999999999,19.737953,191.8,2024-09-29,AM FP,AM FP,AM FP,AM FP,7.462506813
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.00070111,336.07,11.13,2024-09-29,INW IM,INW IM,INW IM,INW IM,9.372408143
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00069204,590.91286,6.248,2024-09-29,NEXI IM,NEXI IM,NEXI IM,NEXI IM,9.544333761
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0006468699999999,45.649124,75.6,2024-09-29,RF FP,RF FP,RF FP,RF FP,13.51411056
INPST NA Equity,LU2290522684,InPost SA,Industrials,0.00062605,200.0,16.7,2024-09-29,INPST NA,INPST NA,INPST NA,INPST NA,10.62863937
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.00062572,81.9,40.76,2024-09-29,BC8 GY,BC8 GY,BC8 GR,BC8 GR,7.20079883
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00062362,124.513741,26.72,2024-09-29,AMP IM,AMP IM,AMP IM,AMP IM,8.942220748
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.00059134,24.685494,127.8,2024-09-29,ANA SQ,ANA SQ,ANA SM,ANA SM,11.07266166
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00058113,55.811734,55.55,2024-09-29,COV FP,COV FP,COV FP,COV FP,15.66419286
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.00056833,29.408729,103.1,2024-09-29,ELI BB,ELI BB,ELI BB,ELI BB,9.224373932
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00056751,298.290859,10.15,2024-09-29,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.0005344999999999,40.248257,70.85,2024-09-29,AFX GY,AFX GY,AFX GR,AFX GR,7.237985025
OCI NA Equity,NL0010558797,OCI NV,Materials,0.00050829,105.678995,25.66,2024-09-29,OCI NA,OCI NA,OCI NA,OCI NA,9.893774585
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.0004887,24.901997,104.7,2024-09-29,SK FP,SK FP,SK FP,SK FP,11.11972874
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00047069,107.129498,23.44,2024-09-29,VOE AV,VOE AV,VOE AV,VOE AV,8.188878793
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00046244,9964.153222,0.2476,2024-09-29,TIT IM,TIT IM,TIT IM,TIT IM,10.32216373
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00044612,22.379303,106.35,2024-09-29,DIA IM,DIA IM,DIA IM,DIA IM,6.857291375
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00043399,121.861464,19.0,2024-09-29,JDEP NA,JDEP NA,JDEP NA,JDEP NA,12.06872245
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.03689444,1044.228597,132.76,2020-09-30,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.0356497999999999,425.659415,314.7,2020-09-30,ASML NA,ASML NA,ASML NA,ASML NA,13.34239494
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.02952458,277.765036,399.4,2020-09-30,MC FP,MC FP,MC FP,MC FP,15.49269548
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02567241,1130.490202,85.33,2020-09-30,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.0219634399999999,765.0,107.88,2020-09-30,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563
UNAT NA Equity,NL0000388619,Unilever NV,Consumer Staples,0.02002031,1460.714804,51.5,2020-09-30,UNAT NA,UNAT NA,UNAT NA,UNAT NA,9.512132926
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.01920857,2471.804956,29.2,2020-09-30,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01859338,251.675375,277.6,2020-09-30,OR FP,OR FP,OR FP,OR FP,11.13145546
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.01816563,417.172859,163.62,2020-09-30,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01707112,473.396087,135.5,2020-09-30,AI FP,AI FP,AI FP,AI FP,9.466211463
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01661516,5940.238091,10.51,2020-09-30,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01605662,8133.343957,7.418,2020-09-30,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01560424,552.883757,106.05,2020-09-30,SU FP,SU FP,SU FP,SU FP,14.55448734
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.0139901,190.395377,276.1,2020-09-30,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01393817,982.424082,53.31,2020-09-30,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01270584,918.478694,51.98,2020-09-30,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.0126756,3333.021017,14.29,2020-09-30,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.01144522,75.767593,567.6,2020-09-30,KER FP,KER FP,KER FP,KER FP,11.03421223
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01048562,855.869958,46.035,2020-09-30,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.01024081,989.205407,38.9,2020-09-30,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01020832,487.395621,78.7,2020-09-30,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.0098077499999999,515.280807,71.52,2020-09-30,DG FP,DG FP,DG FP,DG FP,10.48962162
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00979043,915.119384,40.2,2020-09-30,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.00971389,588.048561,62.07,2020-09-30,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.0093736,761.95897,46.225,2020-09-30,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.0092724,1124.818705,30.975,2020-09-30,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.0090748099999999,617.508725,55.22,2020-09-30,BN FP,BN FP,BN FP,BN FP,11.81414749
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.00879108,284.396785,116.15,2020-09-30,EL FP,EL FP,EL FP,EL FP,7.894426275
CS FP Equity,FR0000120628,AXA SA,Financials,0.00812057,1934.156098,15.776,2020-09-30,CS FP,CS FP,CS FP,CS FP,10.68963652
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0080759099999999,140.098931,216.6,2020-09-30,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00803137,515.15993,58.58,2020-09-30,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00802815,1250.921137,24.115,2020-09-30,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00769382,212.337274,136.15,2020-09-30,RI FP,RI FP,RI FP,RI FP,11.73501532
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.0075796699999999,18.111789,1572.5,2020-09-30,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.00757467,190.0,149.8,2020-09-30,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.0073967,1100.724959,25.25,2020-09-30,AD NA,AD NA,AD NA,AD NA,11.76815987
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.0072010799999999,320.44323,84.44,2020-09-30,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.00707443,16618.114582,1.5996,2020-09-30,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00705476,16536.761197,1.603,2020-09-30,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00690925,1090.8275,23.8,2020-09-30,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00678962,339.890361,75.06,2020-09-30,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00678621,185.584901,137.4,2020-09-30,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00644917,172.35375,140.6,2020-09-30,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00644767,784.816774,30.87,2020-09-30,CRH ID,CRH ID,CRH ID,CRH ID,
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00628748,3900.508946,6.057,2020-09-30,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.0062051599999999,31.670824,736.2,2020-09-30,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00570569,450.499205,47.59,2020-09-30,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00563323,2245.12098,9.428,2020-09-30,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0056173399999999,132.12716,159.75,2020-09-30,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00557375,154.33682,135.7,2020-09-30,FLTR ID,FLTR ID,FLTR ID,FLTR ID,
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.0055510499999999,1826.463758,11.42,2020-09-30,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00546749,642.409046,31.98,2020-09-30,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.0054623,331.097358,61.99,2020-09-30,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00529245,273.016153,72.84,2020-09-30,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.0052562799999999,829.85748,23.8,2020-09-30,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.00525499,126.050274,156.65,2020-09-30,RACE IM,RACE IM,RACE IM,RACE IM,
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00523435,259.201176,75.88,2020-09-30,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00506325,423.066082,44.97,2020-09-30,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00504069,5653.886159,3.35,2020-09-30,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00495894,517.449278,36.01,2020-09-30,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.0048437,266.945149,68.18,2020-09-30,LR FP,LR FP,LR FP,LR FP,12.35084174
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00471692,1995.042449,8.884,2020-09-30,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00470183,160.977214,109.75,2020-09-30,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00463281,158.976199,109.5,2020-09-30,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00452793,2543.929731,6.688,2020-09-30,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0044545,637.391864,26.26,2020-09-30,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00443798,192.962549,86.42,2020-09-30,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00437826,316.373361,52.0,2020-09-30,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.0043202,418.059828,38.83,2020-09-30,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00428397,129.242252,124.55,2020-09-30,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00423579,471.029073,33.79,2020-09-30,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.0042351,178.162875,89.32,2020-09-30,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00420921,6667.88658,2.372,2020-09-30,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00414223,169.696177,91.72,2020-09-30,ML FP,ML FP,ML FP,ML FP,10.53309292
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00411929,58.719,263.6,2020-09-30,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00408467,213.111109,72.02,2020-09-30,FME GY,FME GY,FME GR,FME GR,14.25111963
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00404025,128.65528,118.0,2020-09-30,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.00398492,2125.398713,7.045,2020-09-30,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.0038831,341.785975,42.69,2020-09-30,DWNI GY,DWNI GY,DWNI GR,DWNI GR,8.459356988
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00380469,4867.620341,2.937,2020-09-30,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00375702,1963.434474,7.19,2020-09-30,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00369174,533.735699,25.99,2020-09-30,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359
G IM Equity,IT0000062072,Generali,Financials,0.00353063,1103.236433,12.025,2020-09-30,G IM,G IM,G IM,G IM,11.63104274
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.0033731,129.173718,98.12,2020-09-30,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00331682,35.568,350.4,2020-09-30,SRT3 GY,SRT3 GY,SRT3 GR,SRT3 GR,
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00326374,126.428678,97.0,2020-09-30,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.00322639,151.730138,79.9,2020-09-30,ZAL GY,ZAL GY,ZAL GR,ZAL GR,11.12447904
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.00322125,126.39841,95.76,2020-09-30,TKWY NA,TKWY NA,TKWY NA,TKWY NA,6.803413022
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00318371,153.962229,77.7,2020-09-30,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00310057,2777.23094,4.195,2020-09-30,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.0030581799999999,1097.74446,10.468,2020-09-30,STLAM IM,STLAM IM,STLAM IM,STLAM IM,
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00284509,249.836785,42.79,2020-09-30,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.00273934,268.75,38.3,2020-09-30,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00270739,110.003291,92.48,2020-09-30,CON GY,CON GY,CON GR,CON GR,8.118905249
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00268997,228.163,44.3,2020-09-30,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0026762,484.620884,20.75,2020-09-30,FER SQ,FER SQ,FER SM,FER SM,12.63197897
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.0026740799999999,44.657443,225.0,2020-09-30,ARGX BB,ARGX BB,ARGX BB,ARGX BB,13.03093633
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.0026417899999999,538.903212,18.42,2020-09-30,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00260214,100.8,97.0,2020-09-30,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00255628,136.983527,70.12,2020-09-30,WLN FP,WLN FP,WLN FP,WLN FP,12.87016376
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00248543,243.204857,38.4,2020-09-30,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00245856,288.239907,32.05,2020-09-30,NN NA,NN NA,NN NA,NN NA,11.82814081
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.0024463099999999,399.654856,23.0,2020-09-30,ENR GY,ENR GY,ENR GR,ENR GR,12.56754552
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00244191,810.702919,11.318,2020-09-30,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348
UG FP Equity,FR0000121501,Peugeot SA,Consumer Discretionary,0.0024261,588.138338,15.5,2020-09-30,UG FP,UG FP,UG FP,UG FP,10.05772269
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00237922,2036.90455,4.389,2020-09-30,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0023710999999999,13.19141,675.4,2020-09-30,ERF FP,ERF FP,ERF FP,ERF FP,8.264907128
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00231401,112.950801,76.98,2020-09-30,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00229453,1153.875485,7.472,2020-09-30,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00226555,1487.741684,5.722,2020-09-30,REP SQ,REP SQ,REP SM,REP SM,12.46861677
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00223695,69.009836,121.8,2020-09-30,LEG GY,LEG GY,LEG GR,LEG GR,14.60129062
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00223695,1406.9944,5.974,2020-09-30,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00223268,154.5,54.3,2020-09-30,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00220972,103.91835,79.9,2020-09-30,HEN GY,HEN GY,HEN GR,HEN GR,
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00220184,605.449128,13.665,2020-09-30,CA FP,CA FP,CA FP,CA FP,12.1087435
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00218184,192.810668,42.52,2020-09-30,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00217174,716.826353,11.384,2020-09-30,MT NA,MT NA,MT NA,MT NA,7.211210813
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00216815,27.654057,294.6,2020-09-30,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.0021431,67.5,119.3,2020-09-30,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00213337,107.6,74.5,2020-09-30,G24 GY,G24 GY,G24 GR,G24 GR,
ING FP Equity,FR0000125346,Worldline Igsa SA,Information Technology,0.00213113,60.527395,132.3,2020-09-30,ING FP,ING FP,ING FP,ING FP,12.87016376
