ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.00094423,58.920408,82.45,2024-06-30,BMW3 GY,BMW3 GY,BMW3 GR,BMW3 GR,
TLX GY Equity,DE000TLX1005,Talanx AG,Financials,0.00093544,64.557248,74.55,2024-06-30,TLX GY,TLX GY,TLX GR,TLX GR,12.17599368
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.0009084,302.5,15.45,2024-06-30,GET FP,GET FP,GET FP,GET FP,9.540655401
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00089287,108.521587,42.33,2024-06-30,RAND NA,RAND NA,RAND NA,RAND NA,12.56027248
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00087973,105.577248,42.87,2024-06-30,PUM GY,PUM GY,PUM GR,PUM GR,11.15506326
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.00087011,273.13098,16.39,2024-06-30,KESKOB FH,KESKOB FH,KESKOB FH,KESKOB FH,14.15601995
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.0008700299999999,29.199122,153.3,2024-06-30,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881
WDP BB Equity,BE0974349814,Warehouses De Pauw CVA,Real Estate,0.00086325,175.547047,25.3,2024-06-30,WDP BB,WDP BB,WDP BB,WDP BB,9.87912468
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00083938,37.716537,114.5,2024-06-30,IPN FP,IPN FP,IPN FP,IPN FP,9.504445403
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.00083597,107.901917,39.86,2024-06-30,ORNBV FH,ORNBV FH,ORNBV FH,ORNBV FH,8.068464416
DIE BB Equity,BE0974259880,D'ieteren Group,Consumer Discretionary,0.00082721,21.4836,198.1,2024-06-30,DIE BB,DIE BB,DIE BB,DIE BB,8.93891889
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00082619,191.903052,22.15,2024-06-30,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00080445,124.513741,33.24,2024-06-30,AMP IM,AMP IM,AMP IM,AMP IM,8.942220748
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.00079156,312.069517,13.05,2024-06-30,EDPR PL,EDPR PL,EDPR PL,EDPR PL,10.9785371
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00077321,5.1165,777.5,2024-06-30,RAA GY,RAA GY,RAA GR,RAA GR,5.820319521
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00076851,46.002517,85.95,2024-06-30,GFC FP,GFC FP,GFC FP,GFC FP,11.95850405
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.00076477,34.636211,113.6,2024-06-30,ADP FP,ADP FP,ADP FP,ADP FP,11.42913194
LOTB BB Equity,BE0003604155,Lotus Bakeries NV,Consumer Staples,0.00076369,0.408007,9630.0,2024-06-30,LOTB BB,LOTB BB,LOTB BB,LOTB BB,8.679165692
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.00075882,712.420329,5.48,2024-06-30,BOL FP,BOL FP,BOL FP,BOL FP,6.304585248
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.00071897,61.39429,60.25,2024-06-30,AMUN FP,AMUN FP,AMUN FP,AMUN FP,11.91909124
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00071461,41.426427,88.75,2024-06-30,BIM FP,BIM FP,BIM FP,BIM FP,9.42846373
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.00069947,81.9,43.94,2024-06-30,BC8 GY,BC8 GY,BC8 GR,BC8 GR,7.20079883
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.00066403,598.309174,5.71,2024-06-30,LHA GY,LHA GY,LHA GR,LHA GR,9.114428088
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.00065969,45.649124,74.35,2024-06-30,RF FP,RF FP,RF FP,RF FP,13.51411056
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00065359,590.557737,5.694,2024-06-30,NEXI IM,NEXI IM,NEXI IM,NEXI IM,9.544333761
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.00065066,19.737953,169.6,2024-06-30,AM FP,AM FP,AM FP,AM FP,7.462506813
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.0006493,105.05,31.8,2024-06-30,FDJU FP,FDJU FP,FDJU FP,FDJU FP,12.4999663
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.00064296,29.508982,112.1,2024-06-30,VOW GY,VOW GY,VOW GR,VOW GR,7.259031128
INPST NA Equity,LU2290522684,InPost SA,Industrials,0.00063986,200.0,16.46,2024-06-30,INPST NA,INPST NA,INPST NA,INPST NA,10.62863937
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.00063868,15.4125,213.2,2024-06-30,SOF BB,SOF BB,SOF BB,SOF BB,9.756940028
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.0006368799999999,336.07,9.75,2024-06-30,INW IM,INW IM,INW IM,INW IM,9.372408143
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.0005711399999999,209.44,14.03,2024-06-30,UMI BB,UMI BB,UMI BB,UMI BB,9.740900755
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.00052923,24.685494,110.3,2024-06-30,ANA SQ,ANA SQ,ANA SM,ANA SM,11.07266166
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00052514,107.129498,25.22,2024-06-30,VOE AV,VOE AV,VOE AV,VOE AV,8.188878793
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.00051358,40.248257,65.65,2024-06-30,AFX GY,AFX GY,AFX GR,AFX GR,7.237985025
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.0004998699999999,29.408729,87.45,2024-06-30,ELI BB,ELI BB,ELI BB,ELI BB,9.224373932
OCI NA Equity,NL0010558797,OCI NV,Materials,0.00046812,105.678995,22.79,2024-06-30,OCI NA,OCI NA,OCI NA,OCI NA,9.893774585
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.00046272,24.901997,95.6,2024-06-30,SK FP,SK FP,SK FP,SK FP,11.11972874
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00045571,298.290859,7.86,2024-06-30,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00044056,121.861464,18.6,2024-06-30,JDEP NA,JDEP NA,JDEP NA,JDEP NA,12.06872245
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00043564,50.503195,44.38,2024-06-30,COV FP,COV FP,COV FP,COV FP,15.66419286
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00043285,9964.153222,0.2235,2024-06-30,TIT IM,TIT IM,TIT IM,TIT IM,10.32216373
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00040479,22.379303,93.06,2024-06-30,DIA IM,DIA IM,DIA IM,DIA IM,6.857291375
RCO FP Equity,FR0000130395,Remy Cointreau SA,Consumer Staples,0.00034921,23.063836,77.9,2024-06-30,RCO FP,RCO FP,RCO FP,RCO FP,8.802908383
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.0323774,425.659415,242.45,2020-03-31,ASML NA,ASML NA,ASML NA,ASML NA,13.34239494
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.03169694,982.803386,102.8,2020-03-31,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.02951732,277.987207,338.45,2020-03-31,MC FP,MC FP,MC FP,MC FP,15.49269548
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02835322,1127.705065,80.14,2020-03-31,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02664766,2400.053652,35.39,2020-03-31,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233
UNAT NA Equity,NL0000388619,Unilever NV,Consumer Staples,0.02062812,1467.491315,44.805,2020-03-31,UNAT NA,UNAT NA,UNAT NA,UNAT NA,9.512132926
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.0205324699999999,417.172859,156.88,2020-03-31,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01882246,251.132331,238.9,2020-03-31,OR FP,OR FP,OR FP,OR FP,11.13145546
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.01859313,765.0,77.47,2020-03-31,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01735076,6155.893741,8.984,2020-03-31,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.0173113199999999,473.029044,116.65,2020-03-31,AI FP,AI FP,AI FP,AI FP,9.466211463
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01628927,982.424082,52.85,2020-03-31,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01617512,8133.343957,6.339,2020-03-31,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01363024,552.883757,78.58,2020-03-31,SU FP,SU FP,SU FP,SU FP,14.55448734
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01243246,918.478694,43.145,2020-03-31,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01235357,3333.021017,11.814,2020-03-31,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01216953,514.452036,75.4,2020-03-31,DG FP,DG FP,DG FP,DG FP,10.48962162
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.0116517,180.374567,205.9,2020-03-31,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.01156381,16618.114582,2.218,2020-03-31,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.01136043,617.508725,58.64,2020-03-31,BN FP,BN FP,BN FP,BN FP,11.81414749
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.01131245,75.767593,475.9,2020-03-31,KER FP,KER FP,KER FP,KER FP,11.03421223
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01086503,583.61413,59.34,2020-03-31,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.01048434,905.275077,36.915,2020-03-31,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.00970802,1124.818705,27.51,2020-03-31,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.00967436,761.95897,40.47,2020-03-31,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.00965634,487.395621,63.15,2020-03-31,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
CS FP Equity,FR0000120628,AXA SA,Financials,0.00957383,1932.862352,15.788,2020-03-31,CS FP,CS FP,CS FP,CS FP,10.68963652
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.0087485599999999,283.735661,98.28,2020-03-31,EL FP,EL FP,EL FP,EL FP,7.894426275
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00862355,212.337274,129.45,2020-03-31,RI FP,RI FP,RI FP,RI FP,11.73501532
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0083355,144.317861,184.1,2020-03-31,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00822895,327.293514,80.14,2020-03-31,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00809708,1090.8275,23.66,2020-03-31,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.00785132,909.36183,27.52,2020-03-31,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.0076887799999999,989.205407,24.775,2020-03-31,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0074511099999999,190.0,125.0,2020-03-31,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00735857,2543.929731,9.22,2020-03-31,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00735038,1100.724959,21.285,2020-03-31,AD NA,AD NA,AD NA,AD NA,11.76815987
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00725035,515.15993,44.86,2020-03-31,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00696947,1995.042449,11.135,2020-03-31,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00694985,14883.269161,1.4884,2020-03-31,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.0066498999999999,2245.12098,9.441,2020-03-31,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086
NXPI UW Equity,NL0009538784,NXP Semiconductors NV,Information Technology,0.00662898,279.527075,82.93,2020-03-31,NXPI UW,NXPI UW,NXPI UW,NXPI UW,
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.0062478299999999,31.670824,628.8,2020-03-31,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00622063,185.584901,106.84,2020-03-31,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00619329,259.201176,76.16,2020-03-31,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00616142,790.308492,24.85,2020-03-31,CRH ID,CRH ID,CRH ID,CRH ID,
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00611852,4672.918517,4.1735,2020-03-31,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.006099,6667.88658,2.9155,2020-03-31,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00589108,181.425,103.5,2020-03-31,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00584528,3896.583234,4.7815,2020-03-31,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00584506,431.268436,43.2,2020-03-31,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.00556799,131.463984,135.0,2020-03-31,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00550446,339.890361,51.62,2020-03-31,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00549725,273.016153,64.18,2020-03-31,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00539325,1826.463758,9.412,2020-03-31,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.00535551,120.596147,141.55,2020-03-31,RACE IM,RACE IM,RACE IM,RACE IM,
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00527035,1250.852537,13.43,2020-03-31,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.0052428399999999,158.852237,105.2,2020-03-31,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00507702,5640.536159,2.869,2020-03-31,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00507584,828.627451,19.525,2020-03-31,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00489508,266.805751,58.48,2020-03-31,LR FP,LR FP,LR FP,LR FP,12.35084174
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.0048941,331.097358,47.115,2020-03-31,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.00450698,2010.039158,7.147,2020-03-31,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00444858,417.907118,33.93,2020-03-31,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00438999,584.008224,23.96,2020-03-31,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00434743,170.949641,81.06,2020-03-31,ML FP,ML FP,ML FP,ML FP,10.53309292
G IM Equity,IT0000062072,Generali,Financials,0.00427823,1098.841382,12.41,2020-03-31,G IM,G IM,G IM,G IM,11.63104274
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.00425828,682.919854,19.875,2020-03-31,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00420131,533.735699,25.09,2020-03-31,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00409469,423.066082,30.85,2020-03-31,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.0040915299999999,178.162875,73.2,2020-03-31,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00402471,213.098393,60.2,2020-03-31,FME GY,FME GY,FME GR,FME GR,14.25111963
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.00391716,359.715653,34.71,2020-03-31,DWNI GY,DWNI GY,DWNI GR,DWNI GR,8.459356988
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00390365,810.702919,15.348,2020-03-31,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348
WDI GY Equity,DE0007472060,Wirecard AG,,0.00385406,117.387307,104.65,2020-03-31,WDI GY,WDI GY,WDI GR,WDI GR,
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.0038393,158.929044,77.0,2020-03-31,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.0038082199999999,202.274506,60.01,2020-03-31,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00379604,129.242252,93.62,2020-03-31,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.0037024099999999,443.32148,26.62,2020-03-31,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00370225,1416.312704,8.332,2020-03-31,REP SQ,REP SQ,REP SM,REP SM,12.46861677
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.0036768499999999,1963.434474,5.969,2020-03-31,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.0034964899999999,58.719,189.8,2020-03-31,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00343087,128.65528,85.0,2020-03-31,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00342117,491.98236,22.165,2020-03-31,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0033489999999999,488.10038,21.87,2020-03-31,FER SQ,FER SQ,FER SM,FER SM,12.63197897
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00329265,538.903212,19.475,2020-03-31,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.0032917,249.693406,42.02,2020-03-31,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.0032575399999999,250.49998,41.45,2020-03-31,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.0031335,126.428678,79.0,2020-03-31,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00293744,2559.576401,3.658,2020-03-31,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00292713,100.8,92.56,2020-03-31,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.0029063,243.204857,38.09,2020-03-31,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00290108,298.290859,31.0,2020-03-31,GRF SQ,GRF SQ,GRF SM,GRF SM,19.57778878
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.0027381,605.449128,14.415,2020-03-31,CA FP,CA FP,CA FP,CA FP,12.1087435
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00268653,2036.90455,4.204,2020-03-31,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00260135,226.486,36.61,2020-03-31,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106
GLPG NA Equity,BE0003818359,Galapagos NV,Health Care,0.00257049,45.266761,181.0,2020-03-31,GLPG NA,GLPG NA,GLPG NA,GLPG NA,6.508049849
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00255328,106.552041,76.38,2020-03-31,HO FP,HO FP,HO FP,HO FP,10.28814063
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00254698,1406.9944,5.77,2020-03-31,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.0025296999999999,10.463615,770.6,2020-03-31,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00252477,115.212067,69.85,2020-03-31,HEIO NA,HEIO NA,HEIO NA,HEIO NA,
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00252033,142.234812,56.48,2020-03-31,ELISA FH,ELISA FH,ELISA FH,ELISA FH,9.478951142
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.00248001,115.063748,68.7,2020-03-31,TKWY NA,TKWY NA,TKWY NA,TKWY NA,6.803413022
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00247948,35.568,222.2,2020-03-31,SRT3 GY,SRT3 GY,SRT3 GR,SRT3 GR,
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.0024782,60.298567,131.0,2020-03-31,HNR1 GY,HNR1 GY,HNR1 GR,HNR1 GR,10.14199007
CCEP UN Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00244976,228.262,37.53,2020-03-31,CCEP UN,CCEP UN,CCEP UN,CCEP UN,
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00243881,3572.417743,2.176,2020-03-31,KPN NA,KPN NA,KPN NA,KPN NA,10.0715646
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00242182,1153.875485,6.69,2020-03-31,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00241494,113.265023,67.96,2020-03-31,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00238634,309.200509,24.6,2020-03-31,NN NA,NN NA,NN NA,NN NA,11.82814081
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00234886,153.734035,48.7,2020-03-31,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00228137,190.658728,38.14,2020-03-31,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.0022643,110.003291,65.61,2020-03-31,CON GY,CON GY,CON GR,CON GR,8.118905249
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00226238,1097.263492,6.572,2020-03-31,STLAM IM,STLAM IM,STLAM IM,STLAM IM,
UG FP Equity,FR0000121501,Peugeot SA,Consumer Discretionary,0.00224465,588.138338,12.165,2020-03-31,UG FP,UG FP,UG FP,UG FP,10.05772269
URW NA Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00223815,138.36271,51.56,2020-03-31,URW NA,URW NA,URW NA,URW NA,
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.0022224099999999,432.864,16.365,2020-03-31,RED SQ,RED SQ,RED SM,RED SM,13.01039182
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00219577,103.91835,67.35,2020-03-31,HEN GY,HEN GY,HEN GR,HEN GR,
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00218277,52.174336,133.35,2020-03-31,MTX GY,MTX GY,MTX GR,MTX GR,10.16023758
